2019-2020 NBA Player Stats | NBAstuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,Thon Maker,Det,F-C,23.02,57,12.7,26.4,16.1,16.8,106,0.67,116,0.578,60,0.333,0.551,0.595,4.6,2.8,12.6,0.7,8,0.39,0.65,0.79,6.6,111.7,101.6
,Terance Mann,Lac,G-F,23.38,35,7.7,16.1,11.3,19.1,12,0.75,42,0.452,12,0.25,0.435,0.472,1.6,0.9,6.3,1.1,17.9,0.23,0.14,0.4,6.1,100.9,98
,Boban Marjanovic,Dal,C,31.55,31,9.3,19.3,26.7,12.8,37,0.73,127,0.591,13,0.231,0.568,0.595,6,4.2,23.5,0.4,7.1,0.16,0.23,0.74,9.3,113.8,94.3
,Lauri Markkanen,Chi,F-C,22.79,47,30.1,62.8,21.2,11.1,149,0.826,262,0.523,298,0.342,0.518,0.562,15,6.4,11.8,1.5,7.6,0.83,0.49,1.66,7,107.7,107.4
,Caleb Martin,Cha,F,24.43,14,14.9,31.1,14.5,15.9,7,0.571,34,0.353,21,0.429,0.464,0.473,3.9,2.2,8,1,10,0.36,0.29,0.79,5.5,93.5,104.9
,Cody Martin,Cha,F,24.43,44,17.6,36.6,14.2,15.2,57,0.649,117,0.547,70,0.243,0.479,0.509,4.9,3.2,9.9,1.7,14.2,0.75,0.18,0.86,6.8,103.4,105.4
,Jeremiah Martin,Bro,G,23.71,2,5.5,11.4,15.3,0,0,0,4,0.25,0,0,0.25,0.25,1,0.5,4.7,0.5,12.6,0.5,0,0,4.6,68.6,110
,Kelan Martin,Min,F,24.59,30,16.3,34,17.9,9.4,31,0.968,84,0.536,95,0.263,0.461,0.506,6.5,3.2,10.2,0.7,6.5,0.23,0.3,0.67,6,100.2,105.8
,Frank Mason,Mil,G,25.92,5,4.6,9.5,21.3,25.5,4,0.5,3,0,4,0.25,0.214,0.285,1,0.8,8.6,1.2,30.5,0.2,0,0.6,8.6,78.9,92.2
,Garrison Mathews,Was,G,23.36,16,12.6,26.3,14.6,9.8,32,0.906,8,0.625,42,0.429,0.64,0.726,5.8,1.4,6.2,0.6,6.5,0.19,0.06,0.44,5.4,138.5,108.9
,Wesley Matthews,Mil,G,33.39,59,24.6,51.3,12.6,9,58,0.759,115,0.487,264,0.371,0.536,0.556,7.6,2.6,5.1,1.5,7.6,0.54,0.15,0.68,5,110.1,101
,Patrick McCaw,Tor,G,24.36,34,24.3,50.5,9.7,14.4,18,0.722,89,0.483,64,0.344,0.497,0.513,4.9,2.2,4.9,2.1,11.6,1.03,0.12,0.79,4.7,107,104.3
,CJ McCollum,Por,G,28.46,59,35.9,74.9,26.7,8.4,154,0.747,720,0.493,437,0.384,0.525,0.543,22.5,4.1,5.9,4.2,19,0.71,0.63,1.9,8.1,110.1,112.6
,T.J. McConnell,Ind,G,27.94,60,19,39.5,17.3,18.6,36,0.833,334,0.521,14,0.286,0.517,0.536,6.5,2.7,7.7,5.1,37.3,0.73,0.18,1.38,9.4,112.3,106.7
,Jalen McDaniels,Cha,F-C,22.09,12,17.1,35.6,13.5,11.1,12,0.75,32,0.5,19,0.368,0.52,0.551,5.2,4.3,13.4,0.8,7.4,0.58,0.25,0.58,6.1,111.1,99.9
,Doug McDermott,Ind,F,28.17,62,20,41.7,19.6,7.2,52,0.827,226,0.544,265,0.445,0.611,0.626,10.4,2.5,6.9,1.1,8.3,0.15,0.08,0.65,6.1,117.5,105.6
,JaVale McGee,Lal,C-F,32.12,58,16.8,35,15.1,13.2,69,0.652,265,0.653,6,0.5,0.655,0.664,6.9,5.8,19,0.6,4.9,0.47,1.53,0.79,6.9,125.3,92.9
,Rodney McGruder,Lac,G,28.6,47,15.4,32,10.5,11,26,0.5,75,0.507,76,0.276,0.46,0.468,3.2,2.6,8.8,0.6,5.3,0.47,0.17,0.43,4.4,98.2,101.6
,Alfonzo McKinnie,Cle,F,27.46,37,14.3,29.9,15.1,12.2,29,0.69,93,0.548,59,0.203,0.454,0.479,4.3,2.8,10.6,0.4,3.4,0.57,0.16,0.62,4.7,96.1,105
,Jordan McLaughlin,Min,G,23.9,27,19.5,40.6,15.8,13.3,35,0.657,90,0.556,70,0.386,0.566,0.582,7.6,1.6,4.4,4.1,30.8,1.19,0.15,1,7.5,120.7,111.5
,Ben McLemore,Hou,G,27.06,60,23.2,48.4,15.7,8.5,60,0.75,76,0.711,383,0.397,0.614,0.627,10.2,2.2,5,0.9,5.2,0.65,0.2,0.75,4.7,118.7,106.3
,Jordan McRae,Was,G,28.94,29,22.5,47,24.8,9.7,83,0.771,211,0.441,106,0.377,0.483,0.523,12.8,3.6,8.7,2.8,18.6,0.66,0.52,1.31,9,106.1,110.4
,Jordan McRae,Den,G,28.94,4,8.1,16.8,10.4,0,4,0.75,2,0,4,0.5,0.5,0.58,2.3,1.3,8.6,1,15.5,0.5,0.25,0,7.1,143.3,105.4
,Jordan McRae,Det,G,28.94,1,25.8,53.8,25.7,13.2,5,0.6,7,0.429,4,0.5,0.545,0.568,15,2,4.4,3,18.7,0,0,2,6.9,106.2,102.6
,Nicolo Melli,Nor,0,29.1,50,16.8,35,15.8,12.4,49,0.755,93,0.602,169,0.367,0.569,0.591,6.7,3,9.4,1.2,9.3,0.58,0.36,0.8,6.9,113,103.6
,De'Anthony Melton,Mem,G,21.77,49,19.2,40,19.9,16.4,106,0.821,225,0.476,105,0.314,0.474,0.531,8.2,3.7,10,3,21.2,1.24,0.33,1.51,9.4,105.5,102.6
,Chimezie Metu,San,F-C,22.95,16,4.5,9.4,26.1,11.5,8,0.75,34,0.588,1,0,0.571,0.597,2.9,1.6,19.3,0.4,14,0.06,0.25,0.31,10.9,117.4,109.9
,Khris Middleton,Mil,F,28.56,53,29.8,62.2,25.9,10.6,185,0.908,507,0.548,298,0.43,0.584,0.625,20.9,6.3,10.4,4.1,21.1,0.94,0.13,1.98,10.9,120.1,96.4
,Eric Mika,Sac,C,25.16,1,19.1,39.8,8.8,0,2,1,3,0.667,0,0,0.667,0.773,6,7,20.6,0,0,0,0,0,0,170.9,84.5
,CJ Miles,Was,G,32.97,10,16.1,33.5,18.5,5.6,20,0.75,24,0.333,35,0.314,0.415,0.472,6.4,1.2,4.1,1.2,9.8,1,0.4,0.4,5.2,103,111.5
,Malcolm Miller,Tor,G-F,27,25,5,10.4,10.1,10.1,6,0.167,5,0.4,19,0.316,0.458,0.432,0.9,0.6,5.9,0.3,8.2,0.16,0.08,0.12,4.4,91.4,100.7
,Paul Millsap,Den,F,35.06,40,24.3,50.7,20.1,11.7,122,0.836,249,0.502,96,0.438,0.545,0.599,12,5.9,13.5,1.6,9.5,0.85,0.68,1.33,8,118.3,99.8
,Patty Mills,San,G,31.56,60,22.9,47.8,20.7,7.5,103,0.854,180,0.517,381,0.381,0.553,0.585,11.8,1.6,3.7,1.8,11.2,0.85,0.08,0.82,5.7,114.1,111.6
,Shake Milton,Phi,G-F,23.44,29,18.2,37.9,19.4,14.8,44,0.773,88,0.534,94,0.457,0.613,0.638,8.9,2.1,6.5,2.1,17.2,0.52,0.17,1.21,7.5,116.3,101.3
,Donovan Mitchell,Uta,G,23.49,60,34.4,71.7,31.3,11,280,0.857,784,0.506,406,0.365,0.52,0.563,24.6,4.4,7,4.3,21.7,1.03,0.2,2.7,9,110.1,105.2
,Naz Mitrou-Long,Ind,G,26.59,3,14.2,29.5,18.6,11.1,0,0,5,0.8,11,0.182,0.438,0.438,4.7,2,7.8,2.3,22.6,0.33,0.33,0.67,7.8,93.9,110.5
,Adam Mokoka,Chi,G,21.63,11,10.2,21.2,12.1,6.3,4,0.5,13,0.462,15,0.4,0.536,0.538,2.9,0.9,4.9,0.4,5,0.36,0,0.18,4,114.2,101.5
,Malik Monk,Cha,G,22.08,55,21.3,44.3,22.8,12.6,100,0.82,284,0.542,204,0.284,0.494,0.53,10.3,2.9,7.3,2.1,16.6,0.45,0.29,1.4,7.5,102.3,110.1
,Matt Mooney,Cle,G,23.07,3,1.9,4,14.7,0,0,0,1,1,1,0,0.5,0.5,0.7,0.3,9.6,0.3,26.1,0.33,0.33,0,8.4,,
,E'Twaun Moore,Nor,G,31.02,49,19.1,39.7,20,7.7,41,0.659,246,0.455,157,0.376,0.498,0.508,8.7,2.4,6.7,1.5,11.2,0.57,0.2,0.71,6.6,104,109.2
,Ja Morant,Mem,G,20.57,56,29.9,62.2,26,16.7,249,0.771,634,0.519,127,0.354,0.521,0.566,17.6,3.5,6.1,7,34.9,0.91,0.25,3.11,10.1,109.9,111.2
,Juwan Morgan,Uta,F,22.88,16,4.6,9.6,11.9,15,0,0,12,0.667,5,0.2,0.559,0.559,1.2,1.2,14.1,0.1,3.8,0,0.06,0.19,4.6,107.7,102.5
,Marcus Morris Sr.,Nyk,F,30.51,43,32.3,67.2,24.3,9.2,198,0.823,372,0.444,264,0.439,0.533,0.582,19.6,5.4,8.9,1.4,6.8,0.77,0.4,1.7,6.6,113.1,107.3
,Marcus Morris Sr.,Lac,F,30.51,9,29.7,61.9,16.4,12.3,8,0.875,47,0.532,42,0.286,0.483,0.503,10.3,4,7,1.6,7.2,0.78,1,1.44,5.4,96.2,103.6
,Markieff Morris,Det,F,30.51,44,22.5,46.8,21.8,14.2,79,0.772,200,0.5,189,0.397,0.546,0.573,11,3.9,9.9,1.6,10.9,0.59,0.23,1.59,7.3,104.2,104.4
,Markieff Morris,Lal,F,30.51,5,15.6,32.4,17.2,9.4,4,1,11,0.455,16,0.313,0.463,0.504,5.8,2.6,9.1,0.8,6.7,0.2,0.4,0.6,5.9,107.7,100.7
,Monte Morris,Den,G,24.69,61,21.5,44.9,17.2,8.2,57,0.807,321,0.495,134,0.381,0.518,0.538,8.5,1.8,4.6,3.6,23.7,0.82,0.21,0.7,7.1,117.2,110.3
,Johnathan Motley,Lac,F,24.84,13,3.2,6.6,23.4,21.7,7,0.714,14,0.714,1,1,0.767,0.774,2.2,0.8,12.6,0.5,28.6,0.23,0,0.38,12,,
,Emmanuel Mudiay,Uta,G,24,48,15.7,32.6,22.3,17,69,0.754,212,0.514,76,0.355,0.519,0.551,7.3,2.4,8.4,2.2,21.6,0.4,0.21,1.35,8.6,105,103.5
,Mychal Mulder,Gol,G,25.73,4,30.4,63.4,15,4.7,4,0.75,9,0.667,30,0.367,0.577,0.589,12,3.8,6.7,1,5,0.25,0.25,0.5,4.7,115,108.3
,Dejounte Murray,San,G,23.46,56,24.8,51.8,20.3,16.4,94,0.798,419,0.504,84,0.393,0.518,0.547,10.6,5.8,12.5,4.1,23.8,1.68,0.27,1.91,10.2,107.7,103.9
,Jamal Murray,Den,G,23.03,51,32.6,67.9,25.2,11.7,171,0.889,505,0.513,274,0.343,0.513,0.557,18.7,3.9,6.6,4.7,22.4,1.2,0.29,2.22,8.6,110.9,108.8
,Dzanan Musa,Bro,G-F,20.83,35,11.6,24.1,19.4,15.5,44,0.75,74,0.473,65,0.231,0.414,0.467,4.2,2,9,0.9,11,0.37,0.03,0.83,6.8,93.1,105.9
,Mike Muscala,Okc,F-C,28.68,40,12.2,25.3,16.5,7.7,22,0.818,39,0.538,119,0.361,0.541,0.564,4.7,2.3,10.6,0.9,10,0.2,0.28,0.35,7,113.7,101.7
,Svi Mykhailiuk,Det,G-F,22.74,53,22.5,46.8,16.9,12.6,61,0.836,112,0.438,265,0.411,0.564,0.589,9,1.7,4.4,1.7,11.2,0.68,0.08,1.09,5.3,110.5,110.6
,Abdel Nader,Okc,F,26.44,46,15.6,32.5,16.4,12.7,60,0.767,108,0.546,99,0.364,0.546,0.583,5.9,1.8,6.5,0.7,6.8,0.41,0.35,0.74,5,107.6,104.3
,Larry Nance Jr.,Cle,F-C,27.17,53,25.8,53.7,15.3,11.2,68,0.676,255,0.631,150,0.34,0.586,0.599,9.8,7.4,15.9,2.1,12.2,0.96,0.4,1.04,8.3,120.6,109.3
,Shabazz Napier,Min,G,28.64,36,23.8,49.6,19.1,19.1,88,0.818,124,0.54,159,0.296,0.486,0.539,9.6,3.1,6.7,5.2,31.3,1.14,0.19,2.11,9,107.8,108.7
,Shabazz Napier,Was,G,28.64,12,23,48,20.2,17.8,31,0.806,53,0.472,44,0.364,0.505,0.556,10.3,2.3,5.3,3.9,23.3,1.5,0.17,2,7.9,107.2,110.8
,Raul Neto,Phi,G,27.79,47,11.2,23.3,17.3,18.1,22,0.818,95,0.484,67,0.373,0.515,0.539,3.9,1.1,5.2,1.5,19.4,0.45,0.11,0.81,6.6,102.7,105.5
,Malik Newman,Cle,G,23.03,1,3.7,7.7,44.8,25.8,2,1,1,0,1,0,0,0.347,2,0,0,0,0,0,0,1,0,,
,Georges Niang,Uta,F,26.72,55,13.4,27.9,16.7,9.2,22,0.864,74,0.541,172,0.419,0.602,0.616,5.7,1.9,7.9,0.6,6.5,0.22,0.09,0.47,5.6,115.9,104.3
,Nerlens Noel,Okc,C-F,25.9,53,18.4,38.3,15.3,15.1,94,0.766,242,0.694,3,0.333,0.692,0.718,7.8,4.9,14.8,1,8.3,1.06,1.49,0.96,7.3,131.7,94.3
,Zach Norvell Jr.,Lal,G-F,22.24,2,2.5,5.1,8.6,0,0,0,1,0,0,0,0,0,0,0.5,11.1,0,0,0,0,0,0,,
,Zach Norvell Jr.,Gol,G-F,22.24,3,12,25,17.1,20.8,1,1,3,0,8,0.375,0.409,0.437,3.3,1.7,7.5,1,11.7,0.67,0,1,5.9,78,103.8
,Jaylen Nowell,Min,G,20.9,12,10.4,21.7,18.2,5.4,12,0.917,23,0.565,24,0.125,0.372,0.44,3.8,0.9,4.6,1.2,16,0,0,0.25,6.2,101.5,114.4
,Frank Ntilikina,Nyk,G,21.6,53,20.9,43.5,14.9,17.2,47,0.872,178,0.449,123,0.309,0.455,0.49,5.9,2.1,5.3,3,20,0.92,0.3,1.26,6.4,100.6,104.5
,Kendrick Nunn,Mia,G,24.59,59,30,62.4,23.5,10,92,0.837,471,0.514,339,0.357,0.523,0.543,15.7,2.7,5.1,3.5,19,0.85,0.19,1.59,7.1,106.1,106.5
,David Nwaba,Bro,G-F,27.14,20,13.4,28,14.2,8.8,27,0.667,43,0.581,28,0.429,0.606,0.627,5.2,2.3,8.6,0.4,4.4,0.55,0.6,0.4,5,119.8,98.9
,Semi Ojeleye,Bos,F,25.25,58,14.4,29.9,8.5,6.7,28,0.893,53,0.491,89,0.382,0.542,0.58,3.1,1.9,7.1,0.5,4.8,0.31,0.09,0.19,4,122.3,104.9
,Jahlil Okafor,Nor,C-F,24.22,28,15.2,31.6,19.8,17.5,58,0.638,142,0.613,2,0.5,0.615,0.631,7.6,4.3,14.8,1.3,12.6,0.25,0.68,1.29,9.2,115.3,100.5
,Elie Okobo,Pho,F-G,22.37,52,13.3,27.8,15,15.1,67,0.687,109,0.431,69,0.362,0.475,0.518,4.1,1.7,7,2.1,21.5,0.48,0.08,0.71,7.4,107.8,107.9
,Josh Okogie,Min,G,21.51,59,24.8,51.6,15.4,15.2,182,0.791,233,0.536,150,0.26,0.479,0.552,8.7,4.3,9.1,1.6,8.8,1.1,0.44,1.41,6.3,107.6,106.8
,KZ Okpala,Mia,F-G,20.85,5,5.2,10.8,11.6,14.5,2,0.5,4,0.75,1,0,0.6,0.595,1.4,1,10.8,0.2,5.5,0.4,0.2,0.2,5,110.2,101.2
,Victor Oladipo,Ind,G,27.83,10,25.5,53.1,25.6,13.5,26,0.769,64,0.453,53,0.264,0.427,0.467,12,2.7,5.8,2.4,13.4,0.8,0.1,2,6.7,90.5,108.8
,Kelly Olynyk,Mia,C,28.88,56,19,39.6,16.8,15,82,0.854,127,0.543,182,0.44,0.612,0.649,8,4.5,13.3,1.7,12.9,0.68,0.32,1.09,8.3,118.5,96.5
,Royce O'Neale,Uta,F,26.75,61,29,60.4,9.1,13.3,45,0.756,106,0.519,194,0.402,0.573,0.591,6.2,5.2,9.8,2.5,11.4,0.75,0.41,0.8,6,119,101.1
,Miye Oni,Uta,G-F,22.58,5,2.1,4.5,12.3,33.3,0,0,1,0,1,0,0,0,0,0.4,10.2,0,0,0,0,0.2,0,,
,Kyle O'Quinn,Phi,C-F,29.94,25,10.2,21.3,16.7,18.3,19,0.526,49,0.571,23,0.304,0.535,0.541,3.5,3.8,20.7,1.4,19.5,0.2,0.88,0.72,10.4,112.4,95.5
,Cedi Osman,Cle,F,24.91,62,29.1,60.7,16.4,12.7,88,0.659,264,0.511,303,0.376,0.54,0.553,10.8,3.5,6.7,2.4,11.6,0.81,0.24,1.42,6.2,107,110.6
,Kelly Oubre Jr.,Pho,F-G,24.24,56,34.5,71.9,22.4,8.2,246,0.78,519,0.511,307,0.352,0.517,0.56,18.7,6.5,10.4,1.5,6.8,1.25,0.71,1.48,6.6,108.7,103.6
,Tariq Owens,Pho,F,24.68,3,5.1,10.7,16.2,0,2,1,3,0.333,2,0,0.2,0.34,1.3,1,10.8,0,0,0.33,0,0,0,94.7,107.8
,Jeremy Pargo,Gol,G,34,3,14.8,30.8,25.5,15.1,1,0,15,0.533,7,0.429,0.568,0.557,8.3,1,3.7,2.7,33,0.33,0,1.33,7.6,102.7,100.9
,Jabari Parker,Atl,F,24.97,32,26.2,54.5,24,12.4,72,0.736,278,0.601,115,0.27,0.543,0.565,15,6,12.2,1.8,11.6,1.31,0.47,1.88,8.3,105.9,105.5
,Jabari Parker,Sac,F,24.97,1,14.6,30.4,20.5,0,2,1,5,0.2,1,0,0.167,0.291,4,4,15.4,2,18,0,0,0,8.7,80.8,106.2
,Chandler Parsons,Atl,F,31.36,5,10.8,22.6,16.1,14.3,0,0,4,0.25,14,0.286,0.389,0.389,2.8,1.4,6.9,0.6,7.5,0.8,0.2,0.6,4.9,76.7,111.6
,Eric Paschall,Gol,F,23.33,57,27.4,57,21.4,11.5,197,0.766,487,0.544,120,0.292,0.523,0.567,13.8,4.7,9.2,1.9,11.3,0.56,0.23,1.58,7.3,108.4,110.2
,Anzejs Pasecniks,Was,C,24.21,22,18.3,38.1,15.6,14.6,52,0.615,104,0.538,2,0,0.528,0.559,6.5,4.5,13.4,0.8,5.7,0.36,0.55,1,6.3,110,103.5
,Patrick Patterson,Lac,F,30.98,49,12.1,25.2,15,7.5,34,0.794,45,0.467,138,0.384,0.549,0.576,4.7,2.4,10.3,0.6,7.1,0.12,0.06,0.33,6.3,118.7,104.7
,Justin Patton,Okc,C,22.72,5,4.8,10.1,21.9,16.7,0,0,6,0.5,4,0.25,0.45,0.45,1.8,1,11.5,0.4,12.4,0,0,0.4,7.5,85.6,95.9
,Chris Paul,Okc,G,34.83,61,31.7,66.1,23,13.1,239,0.895,503,0.557,270,0.359,0.55,0.606,17.5,5,8.7,6.7,32.9,1.54,0.13,2.16,10.6,120.6,103.6
,Gary Payton II,Was,G,27.26,27,15.6,32.5,13.7,13.7,8,0.5,70,0.5,46,0.283,0.47,0.473,4.2,2.9,10,1.7,14.6,1.19,0.26,0.7,7,103.4,105.1
,Elfrid Payton,Nyk,G,26.03,41,27.6,57.5,19.4,16.4,71,0.549,336,0.476,67,0.209,0.449,0.462,9.8,4.6,8.9,7.1,38.6,1.59,0.39,2.07,9.9,103.8,107.6
,Norvel Pelle,Phi,F,27.08,19,9.3,19.3,13.1,24.4,12,0.5,35,0.514,0,0,0.514,0.521,2.2,3.2,18.8,0.4,5.4,0.05,1.26,0.68,6.1,94.8,86.6
,Theo Pinson,Bro,G-F,24.33,31,11.5,24.1,22.6,16.6,16,0.938,75,0.4,79,0.19,0.341,0.373,3.9,1.6,7.3,1.8,22.5,0.55,0.1,1.03,7.8,81.3,101.9
,Mason Plumlee,Den,F-C,30,49,17.1,35.7,18.6,18.9,134,0.545,229,0.638,4,0,0.627,0.625,7.4,5.5,17.7,2.4,20.2,0.53,0.57,1.39,10.8,118,96.2
,Jakob Poeltl,San,C,24.39,58,16.6,34.7,13.3,14.9,74,0.486,218,0.619,0,0,0.619,0.611,5.3,5.3,17.3,1.8,14.6,0.52,1.47,0.76,8.9,125.2,104
,Vincent Poirier,Bos,C-F,26.35,21,5.4,11.3,15.8,14.3,7,0.857,31,0.484,2,0.5,0.5,0.54,1.9,1.6,16,0.3,8.6,0.1,0.29,0.29,7.2,110,87.8
,Shamorie Ponds,Tor,G,19.65,4,2.7,5.5,23.7,0,2,1,3,0.667,2,0.5,0.7,0.765,2.3,0.3,5,0.5,33.8,0,0.25,0,10.4,,
,Jordan Poole,Gol,G,20.71,54,22.4,46.7,20.9,10.9,113,0.814,225,0.378,254,0.28,0.4,0.449,8.8,2.1,5,2.4,15.7,0.59,0.17,1.2,6.3,91.6,111
,Kevin Porter Jr.,Cle,G-F,19.83,50,23.2,48.4,20.5,16.7,101,0.723,263,0.506,158,0.335,0.505,0.535,10,3.2,7.7,2.2,14,0.92,0.28,1.86,7.1,99.3,105.8
,Michael Porter Jr.,Den,F,21.68,45,14.2,29.5,22.2,10.4,43,0.767,176,0.545,98,0.429,0.58,0.599,7.8,4.3,17,0.8,8.3,0.4,0.42,0.76,8.4,114.9,98.8
,Otto Porter Jr.,Chi,F,26.75,11,23.8,49.5,19.7,6.6,22,0.727,55,0.436,48,0.396,0.51,0.537,11,3.3,7.6,1.8,11.7,0.82,0.45,0.73,6.8,111.3,106.9
,Bobby Portis,Nyk,F,25.06,62,21,43.8,21.3,10.7,87,0.77,366,0.489,180,0.361,0.506,0.531,10,5.1,13,1.5,10.8,0.5,0.24,1.13,8.1,106.2,107.2
,Kristaps Porzingis,Dal,F-C,24.59,48,31.1,64.7,26.7,8.3,219,0.776,418,0.483,339,0.357,0.507,0.549,19.5,9.4,15.8,1.7,8.3,0.69,2.04,1.6,8.7,110,100.7
,Dwight Powell,Dal,F-C,28.63,40,26.5,55.2,12.7,11.8,111,0.667,190,0.716,39,0.256,0.659,0.677,9.4,5.7,11.2,1.5,7.7,0.88,0.53,0.93,6.5,132.5,103.4
,Norman Powell,Tor,G,26.78,41,28.9,60.3,21.1,10.4,119,0.832,257,0.588,215,0.391,0.587,0.623,15.9,3.8,6.9,1.7,9.3,1.22,0.39,1.49,6.5,115.4,102.5
,Taurean Prince,Bro,F,25.95,61,29,60.5,20.4,14.1,79,0.772,291,0.43,416,0.349,0.484,0.503,12.2,5.9,10.5,1.9,9.5,0.89,0.39,2,7.1,94.4,102.1
,Chasson Randle,Gol,G,27.08,1,12.1,25.2,3.5,0,0,0,0,0,1,0,0,0,0,1,4.5,1,10.4,0,0,0,0,52.7,111.8
,Julius Randle,Nyk,C-F,25.26,60,32.6,67.9,27.7,14.3,331,0.722,726,0.514,222,0.27,0.488,0.533,19.4,9.8,15.9,3.2,16.3,0.77,0.35,3.03,10.4,103.5,105.9
,Josh Reaves,Dal,G-F,22.75,2,0.8,1.6,28.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Cam Reddish,Atl,F-G,20.51,54,26.6,55.4,18.5,13.1,119,0.798,276,0.409,229,0.319,0.441,0.484,10,3.7,7.5,1.5,8.1,1.06,0.48,1.56,5.7,93.2,110.2
,JJ Redick,Nor,G,35.69,54,26.4,55,20,9.4,163,0.902,213,0.446,345,0.452,0.59,0.639,14.9,2.6,5.2,2,10.8,0.35,0.19,1.2,6.5,121.9,112.1
,Naz Reid,Min,C-F,20.52,27,15.5,32.3,23.7,6.2,43,0.674,120,0.458,87,0.356,0.49,0.513,8.6,4.1,14,1,10.7,0.52,0.74,0.56,8.5,107.6,97
,Josh Richardson,Phi,G,26.47,47,30.7,64,21.3,12.8,124,0.79,356,0.492,212,0.325,0.49,0.526,13.9,3.4,6.2,3.1,15.1,0.96,0.68,1.94,6.9,102.8,104.7
,Austin Rivers,Hou,G,27.59,56,23.3,48.6,15,6.7,82,0.695,188,0.516,220,0.345,0.517,0.539,8.6,2.4,5.3,1.6,9.3,0.7,0.18,0.57,5.5,112.6,107.3
,Glenn Robinson III,Gol,F,26.15,48,31.6,65.8,16.6,8.7,74,0.851,336,0.524,170,0.4,0.549,0.575,12.9,4.7,8,1.8,8.8,0.94,0.29,1.06,6,112.2,112.5
,Glenn Robinson III,Phi,F,26.15,9,17.1,35.6,17.3,4.9,4,1,42,0.643,15,0.2,0.553,0.57,7.4,2.2,7.1,0.8,7,0.89,0.11,0.33,5.5,117.3,106.3
,Duncan Robinson,Mia,F,25.87,62,29.6,61.7,15.5,8,50,0.9,69,0.609,505,0.446,0.661,0.674,13,3.2,6,1.3,6.7,0.52,0.21,0.84,5.1,122,104.7
,Jerome Robinson,Lac,G,23.03,42,11.3,23.6,14.9,15.3,19,0.579,69,0.391,67,0.284,0.408,0.423,2.9,1.4,6.5,1.1,12.6,0.31,0.19,0.62,5.8,87.2,99.8
,Jerome Robinson,Was,G,23.03,11,20.2,42.1,14.5,7.7,6,0.833,39,0.385,30,0.333,0.435,0.454,5.9,3.5,9.5,1.2,7.6,0.55,0.45,0.55,5.8,94.6,108.2
,Justin Robinson,Was,G,22.4,9,5.4,11.3,12.8,20,0,0,7,0.286,5,0.6,0.542,0.542,1.4,0.6,5.6,0.8,18.5,0,0.11,0.33,6.5,105.1,119.1
,Mitchell Robinson,Nyk,C-F,21.93,57,23,47.9,13.3,8.7,133,0.564,318,0.73,0,0,0.73,0.716,9.5,7.1,16.4,0.6,4.2,0.88,1.95,0.63,6,139.4,99.6
,Isaiah Roby,Okc,F,22.08,3,3.8,7.9,7.7,50,0,0,1,0,0,0,0,0,0,0.7,9.7,0,0,0,0,0.33,0,,
,Rajon Rondo,Lal,G,34.03,45,20.8,43.3,18.7,21,39,0.667,191,0.482,119,0.336,0.49,0.504,7.3,3,8,5,32.1,0.87,0.04,1.93,9.2,103.8,104.3
,Derrick Rose,Det,G,31.41,50,26,54.1,31.5,13.4,139,0.871,606,0.535,147,0.306,0.52,0.555,18.1,2.4,5.3,5.6,40.3,0.8,0.34,2.52,9.6,109.5,113.6
,Terrence Ross,Orl,G-F,29.08,60,27.1,56.5,23,6.6,156,0.84,306,0.474,432,0.35,0.503,0.542,14.6,3.2,6.4,1.2,6.8,1.08,0.32,0.95,5.6,105.7,107.2
,Terry Rozier,Cha,G,25.97,60,34.1,71.1,23.6,12.3,183,0.874,495,0.436,394,0.388,0.501,0.542,17.5,4.5,7.1,4.1,20.4,0.97,0.17,2.27,8,106.6,110.3
,Ricky Rubio,Pho,G,29.37,54,31.4,65.4,20.2,18.4,185,0.838,400,0.438,175,0.343,0.461,0.522,12.7,4.5,7.9,8.8,39.8,1.54,0.17,2.74,10.1,109.8,105.8
