RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,Malcolm Miller,Tor,G-F,26.98,24,5.2,10.8,9.9,10.5,6,0.167,5,0.4,18,0.333,0.478,0.449,1,0.6,5.9,0.3,8.3,0.17,0.08,0.13,4.3,93.8,100.2
,Paul Millsap,Den,F,35.05,39,24.3,50.6,20,11.7,113,0.85,240,0.496,96,0.438,0.542,0.596,11.8,5.8,13.3,1.6,9.3,0.87,0.69,1.31,7.9,117.5,99.6
,Patty Mills,San,G,31.55,57,23,47.8,20.4,7.8,95,0.842,173,0.509,356,0.382,0.552,0.582,11.6,1.6,3.8,1.8,11.5,0.81,0.09,0.84,5.6,113.7,111.5
,Shake Milton,Phi,G-F,23.42,27,17,35.4,18.5,14.3,35,0.8,74,0.514,79,0.43,0.582,0.612,7.6,2.1,6.9,1.9,15.9,0.41,0.19,1.04,7.3,113.6,100.9
,Donovan Mitchell,Uta,G,23.48,58,34.4,71.7,31.3,10.9,274,0.854,762,0.505,392,0.367,0.521,0.563,24.8,4.4,6.9,4.2,21.6,1.03,0.19,2.69,9,110.2,105.1
,Naz Mitrou-Long,Ind,G,26.57,3,14.2,29.5,18.6,11.1,0,0,5,0.8,11,0.182,0.438,0.438,4.7,2,7.8,2.3,22.6,0.33,0.33,0.67,7.8,94,110.3
,Adam Mokoka,Chi,G,21.62,9,8.5,17.7,12.2,4.6,2,0,10,0.4,10,0.4,0.5,0.479,2.2,1,6.5,0.3,5.5,0.22,0,0.11,4.1,108.5,102.2
,Malik Monk,Cha,G,22.07,55,21.3,44.3,22.8,12.6,100,0.82,284,0.542,204,0.284,0.494,0.53,10.3,2.9,7.3,2.1,16.6,0.45,0.29,1.4,7.5,102.3,110.3
,Matt Mooney,Cle,G,23.06,2,2.3,4.8,18.6,0,0,0,1,1,1,0,0.5,0.5,1,0.5,12,0.5,35.4,0,0.5,0,11,,
,E'Twaun Moore,Nor,G,31.01,46,19.2,40.1,20.4,7.7,41,0.659,235,0.46,152,0.382,0.504,0.515,9.1,2.5,6.8,1.5,11.2,0.57,0.2,0.74,6.8,104.7,108.9
,Ja Morant,Mem,G,20.55,53,29.9,62.3,26.1,17.2,240,0.775,601,0.519,119,0.336,0.517,0.563,17.5,3.4,5.9,6.9,34.5,0.92,0.25,3.23,9.9,108.4,112.2
,Juwan Morgan,Uta,F,22.87,16,4.6,9.6,11.8,15,0,0,12,0.667,5,0.2,0.559,0.559,1.2,1.2,14,0.1,3.8,0,0.06,0.19,4.6,107.7,102.3
,Marcus Morris Sr.,Nyk,F,30.49,43,32.3,67.2,24.4,9.2,198,0.823,372,0.444,264,0.439,0.533,0.582,19.6,5.4,8.9,1.4,6.9,0.77,0.4,1.7,6.6,113,107.2
,Marcus Morris Sr.,Lac,F,30.49,7,30,62.6,18.1,14.2,6,0.833,40,0.475,36,0.306,0.467,0.483,10.9,4.1,7.1,1.7,7.9,0.86,1,1.86,5.6,91.3,103.1
,Markieff Morris,Det,F,30.49,44,22.5,46.8,21.7,14.2,79,0.772,200,0.5,189,0.397,0.546,0.573,11,3.9,9.9,1.6,10.9,0.59,0.23,1.59,7.3,104.3,104.3
,Markieff Morris,Lal,F,30.49,2,16.8,35,12.4,10.1,2,1,4,0.5,4,0.5,0.625,0.676,6,2.5,8.1,0.5,3.8,0,0.5,0.5,4.7,134.2,98.5
,Monte Morris,Den,G,24.67,59,21.4,44.6,17.3,7.9,55,0.8,312,0.497,128,0.383,0.519,0.54,8.5,1.8,4.7,3.6,24.1,0.83,0.2,0.68,7.1,117.8,110.1
,Johnathan Motley,Lac,F,24.82,13,3.2,6.6,23.3,21.7,7,0.714,14,0.714,1,1,0.767,0.774,2.2,0.8,12.5,0.5,28.6,0.23,0,0.38,12,,
,Emmanuel Mudiay,Uta,G,23.98,47,15.9,33.2,22.2,16.8,69,0.754,211,0.512,75,0.36,0.519,0.552,7.4,2.4,8.3,2.3,21.8,0.4,0.21,1.36,8.7,105.3,103.5
,Mychal Mulder,Gol,G,25.72,1,22.1,46,11.6,0,0,0,1,1,5,0,0.167,0.167,2,4,9.8,0,0,0,0,0,0,37.3,118.3
,Dejounte Murray,San,G,23.44,53,24.7,51.4,20.2,16.2,90,0.8,394,0.495,77,0.377,0.506,0.538,10.4,5.8,12.6,4,23.2,1.64,0.26,1.87,10.1,106.7,103.7
,Jamal Murray,Den,G,23.01,49,32.4,67.5,25.5,11.8,162,0.889,492,0.516,258,0.341,0.515,0.558,18.7,3.9,6.7,4.8,22.8,1.22,0.31,2.24,8.7,110.7,108.5
,Dzanan Musa,Bro,G-F,20.81,35,11.6,24.1,19.4,15.5,44,0.75,74,0.473,65,0.231,0.414,0.467,4.2,2,9,0.9,10.9,0.37,0.03,0.83,6.8,93.1,105.5
,Mike Muscala,Okc,F-C,28.66,39,12.3,25.7,16.6,7.2,22,0.818,39,0.538,119,0.361,0.541,0.564,4.8,2.4,10.6,0.8,9.8,0.18,0.28,0.33,6.8,114.2,102.2
,Svi Mykhailiuk,Det,G-F,22.72,51,22.1,46.1,16.6,12.3,57,0.86,105,0.448,247,0.413,0.568,0.595,8.8,1.7,4.3,1.7,11,0.69,0.08,1.04,5.3,111.8,110.7
,Abdel Nader,Okc,F,26.43,44,15.5,32.4,16.6,13.2,57,0.789,102,0.549,96,0.365,0.548,0.587,6,1.7,6.1,0.7,6.3,0.41,0.32,0.77,5,107.2,104.4
,Larry Nance Jr.,Cle,F-C,27.16,50,25.2,52.6,15.2,11.8,59,0.678,233,0.644,138,0.341,0.594,0.606,9.6,7.4,16.2,2,11.5,0.84,0.42,1.06,8.3,120.4,109
,Shabazz Napier,Min,G,28.63,36,23.8,49.6,19.1,19.1,88,0.818,124,0.54,159,0.296,0.486,0.539,9.6,3.1,6.8,5.2,31.5,1.14,0.19,2.11,9,107.8,108.8
,Shabazz Napier,Was,G,28.63,9,21.9,45.7,21.8,17.4,22,0.864,40,0.475,36,0.361,0.507,0.56,10.7,2,4.9,3.9,24.7,1.56,0.11,2,8,108.4,110.2
,Raul Neto,Phi,G,27.78,46,11.2,23.3,17,17.8,22,0.818,92,0.478,65,0.369,0.51,0.534,3.9,1.1,5.3,1.5,18.6,0.46,0.11,0.78,6.6,102.2,104.5
,Malik Newman,Cle,G,23.02,1,3.7,7.7,44.7,25.8,2,1,1,0,1,0,0,0.347,2,0,0,0,0,0,0,1,0,,
,Georges Niang,Uta,F,26.7,53,13.5,28.1,16.6,9.2,22,0.864,73,0.534,164,0.421,0.601,0.616,5.7,2,8,0.6,6.7,0.23,0.09,0.47,5.6,116.2,104.1
,Nerlens Noel,Okc,C-F,25.89,51,18.5,38.5,15.3,14.7,94,0.766,234,0.692,3,0.333,0.69,0.717,7.8,5,14.8,1,8.4,1.04,1.45,0.94,7.3,132.5,94.4
,Zach Norvell Jr.,Lal,G-F,22.22,2,2.5,5.1,8.6,0,0,0,1,0,0,0,0,0,0,0.5,11.2,0,0,0,0,0,0,,
,Zach Norvell Jr.,Gol,G-F,22.22,3,12,25,17.1,20.8,1,1,3,0,8,0.375,0.409,0.437,3.3,1.7,7.5,1,11.8,0.67,0,1,5.9,77.9,104
,Jaylen Nowell,Min,G,20.89,11,11.1,23.1,18,5.6,12,0.917,22,0.591,23,0.13,0.389,0.457,4.2,0.9,4.3,1.3,16.5,0,0,0.27,6.1,104.6,114.5
,Frank Ntilikina,Nyk,G,21.59,50,20.8,43.4,15.1,17.3,46,0.87,170,0.435,116,0.31,0.448,0.483,5.9,2.2,5.6,3,20.1,0.94,0.32,1.28,6.5,99.5,104
,Kendrick Nunn,Mia,G,24.57,56,29.9,62.4,23.7,10.3,91,0.835,453,0.514,320,0.353,0.521,0.542,15.7,2.6,4.9,3.6,19.6,0.86,0.2,1.66,7.1,105.9,106.7
,David Nwaba,Bro,G-F,27.12,20,13.4,28,14.2,8.8,27,0.667,43,0.581,28,0.429,0.606,0.627,5.2,2.3,8.6,0.4,4.3,0.55,0.6,0.4,5,119.8,98.6
,Semi Ojeleye,Bos,F,25.23,55,14.3,29.7,8.3,6.6,27,0.889,49,0.469,81,0.358,0.512,0.553,2.9,1.8,6.9,0.5,4.7,0.33,0.07,0.18,3.9,119.1,105
,Jahlil Okafor,Nor,C-F,24.21,28,15.2,31.6,19.9,17.5,58,0.638,142,0.613,2,0.5,0.615,0.631,7.6,4.3,14.8,1.3,12.7,0.25,0.68,1.29,9.2,115.4,100.3
,Elie Okobo,Pho,F-G,22.35,50,13.2,27.5,14.8,15.7,61,0.672,101,0.436,66,0.348,0.47,0.511,4,1.6,6.6,2.1,21.2,0.46,0.08,0.72,7.2,106.2,108.1
,Josh Okogie,Min,G,21.49,56,24.7,51.4,15.5,15,180,0.789,221,0.534,143,0.252,0.473,0.548,8.7,4.3,9.1,1.6,8.9,1.13,0.43,1.39,6.3,107.4,106.9
,KZ Okpala,Mia,F-G,20.84,5,5.2,10.8,11.6,14.5,2,0.5,4,0.75,1,0,0.6,0.595,1.4,1,10.8,0.2,5.5,0.4,0.2,0.2,5,110.2,101.2
,Victor Oladipo,Ind,G,27.82,9,25.1,52.4,25.6,15.2,22,0.773,54,0.444,48,0.25,0.412,0.452,11.2,2.7,5.8,2.6,14.3,0.56,0.11,2.22,6.8,87.2,109
,Kelly Olynyk,Mia,C,28.86,53,19.3,40.1,16.7,15.2,75,0.84,122,0.541,174,0.42,0.593,0.629,7.8,4.6,13.5,1.6,12.5,0.7,0.34,1.11,8,115.6,97.1
,Royce O'Neale,Uta,F,26.74,59,29,60.4,9,13.6,45,0.756,105,0.524,181,0.403,0.575,0.594,6.2,5.2,9.8,2.5,11.4,0.78,0.41,0.81,6,119.2,100.8
,Miye Oni,Uta,G-F,22.57,3,2.8,5.8,5.2,100,0,0,0,0,0,0,,,0,0.3,6.5,0,0,0,0,0.33,0,,
,Kyle O'Quinn,Phi,C-F,29.93,24,10.3,21.5,16.7,18.8,15,0.533,49,0.571,22,0.318,0.542,0.548,3.5,3.9,20.6,1.4,19.6,0.17,0.92,0.75,10.4,111.9,94.9
,Cedi Osman,Cle,F,24.89,59,28.8,60,16.4,12.9,82,0.646,248,0.52,285,0.379,0.546,0.558,10.8,3.5,6.8,2.4,11.9,0.81,0.25,1.42,6.2,107.4,110
,Kelly Oubre Jr.,Pho,F-G,24.22,56,34.5,71.9,22.4,8.2,246,0.78,519,0.511,307,0.352,0.517,0.56,18.7,6.5,10.4,1.5,6.7,1.25,0.71,1.48,6.6,108.9,103.4
,Tariq Owens,Pho,F,24.67,3,5.1,10.7,16.2,0,2,1,3,0.333,2,0,0.2,0.34,1.3,1,10.8,0,0,0.33,0,0,0,94.9,107.5
,Jeremy Pargo,Gol,G,33.98,3,14.8,30.8,25.4,15.1,1,0,15,0.533,7,0.429,0.568,0.557,8.3,1,3.7,2.7,33.2,0.33,0,1.33,7.6,102.7,101.1
,Jabari Parker,Atl,F,24.96,32,26.2,54.5,24,12.4,72,0.736,278,0.601,115,0.27,0.543,0.565,15,6,12.2,1.8,11.6,1.31,0.47,1.88,8.3,106,105.4
,Jabari Parker,Sac,F,24.96,1,14.6,30.4,20.5,0,2,1,5,0.2,1,0,0.167,0.291,4,4,15.4,2,18,0,0,0,8.7,80.7,106
,Chandler Parsons,Atl,F,31.34,5,10.8,22.6,16.1,14.3,0,0,4,0.25,14,0.286,0.389,0.389,2.8,1.4,6.9,0.6,7.5,0.8,0.2,0.6,4.9,76.7,111.5
,Eric Paschall,Gol,F,23.32,54,27,56.3,21.3,11.7,180,0.783,452,0.54,112,0.277,0.515,0.561,13.4,4.7,9.3,1.7,10.3,0.57,0.24,1.57,7,107,110.1
,Anzejs Pasecniks,Was,C,24.19,19,19.5,40.6,16.4,15.1,50,0.62,100,0.54,2,0,0.529,0.56,7.3,4.9,13.8,0.9,6.3,0.42,0.53,1.16,6.5,109.7,103.3
,Patrick Patterson,Lac,F,30.96,48,12.3,25.6,15,7.5,34,0.794,45,0.467,137,0.38,0.544,0.571,4.7,2.5,10.3,0.6,7.1,0.13,0.06,0.33,6.2,118.1,104.4
,Justin Patton,Okc,C,22.71,5,4.8,10.1,21.9,16.7,0,0,6,0.5,4,0.25,0.45,0.45,1.8,1,11.4,0.4,12.4,0,0,0.4,7.5,85.7,95.8
,Chris Paul,Okc,G,34.82,59,31.7,66.1,23.1,12.6,236,0.894,489,0.554,263,0.357,0.548,0.605,17.5,5,8.8,6.7,33,1.53,0.14,2.08,10.6,121.1,103.4
,Gary Payton II,Was,G,27.24,25,16.3,34,13.5,14.3,8,0.5,68,0.485,42,0.31,0.477,0.48,4.4,2.9,9.7,1.8,14.4,1.28,0.28,0.76,7,103.8,105.3
,Elfrid Payton,Nyk,G,26.02,38,27.7,57.6,19.5,15.9,62,0.548,316,0.472,63,0.222,0.449,0.46,9.8,4.6,8.8,7.1,38.4,1.66,0.42,2.03,9.9,103.5,106.9
,Norvel Pelle,Phi,F,27.07,17,10,20.8,13,25.4,12,0.5,33,0.545,0,0,0.545,0.549,2.5,3.4,18.7,0.4,5.6,0.06,1.41,0.76,6,96.4,86.8
,Theo Pinson,Bro,G-F,24.32,30,11.7,24.3,22.8,16.8,16,0.938,74,0.405,78,0.192,0.345,0.377,4,1.7,7.5,1.8,22.6,0.53,0.07,1.07,7.9,81.7,101.3
,Mason Plumlee,Den,F-C,29.99,47,17.3,36.1,18.4,19.4,125,0.552,219,0.626,4,0,0.614,0.617,7.3,5.5,17.5,2.4,20,0.51,0.57,1.43,10.6,116.5,96.5
,Jakob Poeltl,San,C,24.37,57,16.9,35.1,13.2,14.6,74,0.486,218,0.619,0,0,0.619,0.611,5.4,5.4,17.2,1.8,14.5,0.53,1.49,0.75,8.9,125.4,103.9
,Vincent Poirier,Bos,C-F,26.34,21,5.4,11.3,15.8,14.3,7,0.857,31,0.484,2,0.5,0.5,0.54,1.9,1.6,16.1,0.3,8.6,0.1,0.29,0.29,7.2,110.1,87.6
,Shamorie Ponds,Tor,G,19.66,4,2.7,5.5,23.7,0,2,1,3,0.667,2,0.5,0.7,0.765,2.3,0.3,5,0.5,33.8,0,0.25,0,10.4,,
,Jordan Poole,Gol,G,20.7,52,22.3,46.5,20.9,10.7,102,0.824,218,0.376,245,0.265,0.388,0.436,8.5,2.1,5,2.2,14.7,0.6,0.17,1.17,6.1,89,111.1
,Kevin Porter Jr.,Cle,G-F,19.82,47,22.9,47.7,20.7,17,92,0.717,250,0.508,143,0.343,0.51,0.539,9.9,3.3,7.9,2.1,13.9,0.94,0.23,1.89,7.2,99.3,105.1
,Michael Porter Jr.,Den,F,21.67,43,14.1,29.3,22.2,10.6,39,0.795,166,0.56,94,0.426,0.588,0.608,7.8,4.3,17.1,0.7,8,0.4,0.44,0.77,8.1,115.4,98.1
,Otto Porter Jr.,Chi,F,26.74,9,25.1,52.3,18.8,7,20,0.75,44,0.432,40,0.4,0.512,0.544,11.2,3.4,7.5,1.6,9.4,1,0.33,0.78,6.3,111.4,105.7
,Bobby Portis,Nyk,F,25.05,59,21,43.7,21.1,10.7,83,0.771,340,0.485,173,0.347,0.497,0.522,9.7,5.2,13.2,1.5,11.3,0.49,0.2,1.12,8.1,105.3,106.9
,Kristaps Porzingis,Dal,F-C,24.58,46,30.6,63.8,26.4,8.6,206,0.782,388,0.474,316,0.354,0.5,0.544,18.8,9.3,15.8,1.6,8,0.7,1.91,1.63,8.5,109.1,100.8
,Dwight Powell,Dal,F-C,28.61,40,26.5,55.2,12.7,11.8,111,0.667,190,0.716,39,0.256,0.659,0.677,9.4,5.7,11.3,1.5,7.7,0.88,0.53,0.93,6.5,132.6,103.8
,Norman Powell,Tor,G,26.77,39,28.4,59.2,21,10.7,104,0.827,237,0.578,203,0.399,0.588,0.621,15.5,3.8,7,1.7,9.4,1.23,0.36,1.49,6.5,114.6,102
,Taurean Prince,Bro,F,25.94,58,29.4,61.3,20.2,14.2,76,0.776,277,0.433,395,0.354,0.491,0.51,12.4,6,10.5,1.9,9.8,0.91,0.4,2.02,7.1,95.5,102
,Julius Randle,Nyk,C-F,25.25,57,32.7,68,27.5,14.3,307,0.713,682,0.515,216,0.269,0.488,0.53,19.2,9.6,15.6,3.2,16.6,0.79,0.35,3.02,10.3,103,105.6
,Josh Reaves,Dal,G-F,22.74,2,0.8,1.6,28.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Cam Reddish,Atl,F-G,20.49,53,26.6,55.5,18.5,13,119,0.798,272,0.412,224,0.317,0.441,0.485,10,3.7,7.5,1.5,8,1.08,0.49,1.55,5.7,93.5,109.9
,JJ Redick,Nor,G,35.68,54,26.4,55,20,9.4,163,0.902,213,0.446,345,0.452,0.59,0.639,14.9,2.6,5.2,2,10.8,0.35,0.19,1.2,6.5,121.8,112
,Naz Reid,Min,C-F,20.51,24,14.1,29.4,24.3,7,33,0.697,94,0.479,78,0.346,0.497,0.52,8.1,3.1,11.6,0.8,9.6,0.46,0.67,0.58,7.7,105.3,95.7
,Josh Richardson,Phi,G,26.46,46,31.2,65,21.3,12.9,124,0.79,351,0.49,211,0.322,0.488,0.524,14,3.5,6.2,3.2,15.1,0.98,0.7,1.98,6.9,102.3,103.9
,Austin Rivers,Hou,G,27.58,54,23.6,49.1,15.1,6.9,81,0.691,184,0.516,215,0.353,0.524,0.545,8.8,2.4,5.4,1.6,9.2,0.7,0.19,0.59,5.5,113.2,106.9
,Glenn Robinson III,Gol,F,26.14,48,31.6,65.8,16.6,8.7,74,0.851,336,0.524,170,0.4,0.549,0.575,12.9,4.7,8,1.8,8.9,0.94,0.29,1.06,6,112.1,112.7
,Glenn Robinson III,Phi,F,26.14,7,15.5,32.3,16.7,4.8,2,1,30,0.633,9,0,0.487,0.502,5.7,2,7.1,0.9,8.3,1,0.14,0.29,5.6,108.8,104.2
,Duncan Robinson,Mia,F,25.86,59,29.5,61.4,15.6,7.9,48,0.896,67,0.612,480,0.44,0.654,0.667,12.8,3.2,6.1,1.4,7.1,0.51,0.22,0.83,5.2,121.7,104.6
,Jerome Robinson,Lac,G,23.02,42,11.3,23.6,14.8,15.3,19,0.579,69,0.391,67,0.284,0.408,0.423,2.9,1.4,6.5,1.1,12.6,0.31,0.19,0.62,5.8,87.2,99.6
,Jerome Robinson,Was,G,23.02,8,18.1,37.6,15.4,9.3,4,0.75,26,0.385,21,0.333,0.436,0.451,5.5,3.8,11.3,1.3,9.1,0.5,0.38,0.63,6.6,93.2,107.5
,Justin Robinson,Was,G,22.38,9,5.4,11.3,12.8,20,0,0,7,0.286,5,0.6,0.542,0.542,1.4,0.6,5.6,0.8,18.5,0,0.11,0.33,6.5,105.1,118.9
,Mitchell Robinson,Nyk,C-F,21.91,55,22.9,47.7,13,9.3,126,0.571,294,0.735,0,0,0.735,0.721,9.2,6.9,16.1,0.6,4.2,0.89,1.98,0.65,5.9,139.4,99.1
,Isaiah Roby,Okc,F,22.07,3,3.8,7.9,7.7,50,0,0,1,0,0,0,0,0,0,0.7,9.7,0,0,0,0,0.33,0,,
,Rajon Rondo,Lal,G,34.02,42,20.8,43.3,18.8,20.5,39,0.667,182,0.484,111,0.342,0.495,0.509,7.5,3.2,8.5,5.2,33.3,0.88,0.05,1.9,9.6,105.6,103.8
,Derrick Rose,Det,G,31.4,49,26.3,54.8,31.5,13.4,137,0.869,602,0.535,146,0.301,0.519,0.554,18.3,2.4,5.2,5.6,40.2,0.82,0.35,2.55,9.5,109.3,113.6
,Terrence Ross,Orl,G-F,29.06,57,26.9,56.1,22.9,6.9,141,0.837,289,0.471,404,0.334,0.488,0.526,13.9,3.2,6.4,1.2,6.8,1.12,0.33,0.98,5.6,103.1,106.4
,Terry Rozier,Cha,G,25.95,58,34.1,71,23.6,12.5,180,0.872,469,0.435,384,0.393,0.505,0.546,17.6,4.5,7.1,4.1,20.4,0.98,0.17,2.29,8.1,106.9,110.4
,Ricky Rubio,Pho,G,29.36,52,31.4,65.4,20.3,18,181,0.834,388,0.436,170,0.341,0.459,0.52,12.8,4.5,8,8.8,39.6,1.58,0.17,2.69,10.2,110,105.4
,D'Angelo Russell,Gol,G,24.01,33,32.1,66.9,32.1,12.6,144,0.785,314,0.487,321,0.374,0.524,0.558,23.6,3.7,6.2,6.2,36.3,0.91,0.27,3.06,10.2,106.3,112.2
,D'Angelo Russell,Min,G,24.01,6,33.4,69.5,29.6,14.6,27,0.889,52,0.519,59,0.407,0.568,0.61,25,3.8,6,7.8,41.1,1.33,0.5,3.5,10.8,116.9,110
,Domantas Sabonis,Ind,F-C,23.82,56,34.4,71.6,23.4,14.6,268,0.731,698,0.566,60,0.233,0.549,0.587,18.4,12.5,20,4.9,21.5,0.7,0.5,2.68,12.1,115.5,98.3
,JaKarr Sampson,Ind,F,26.95,21,13.3,27.6,12.4,7.7,10,0.4,56,0.679,12,0.167,0.603,0.594,4.1,2.1,8.9,0.2,2,0.38,0.43,0.29,3.6,113.1,99
,Dario Saric,Pho,F,25.89,53,24.3,50.6,17.2,13.1,78,0.846,223,0.556,195,0.318,0.519,0.553,9.4,5.8,13.3,1.9,11.2,0.57,0.23,1.28,7.7,108.5,104.5
,Tomas Satoransky,Chi,G,28.33,59,28.9,60.2,16.7,17.4,115,0.87,315,0.502,185,0.335,0.502,0.547,10.2,3.7,7.1,5.5,27.5,1.29,0.12,1.97,8.2,112.3,107.4
,Admiral Schofield,Was,G-F,22.92,26,11.2,23.4,12.3,8.1,13,0.692,28,0.571,46,0.304,0.5,0.521,3.2,1.3,6.3,0.5,6.2,0.31,0.12,0.27,4.6,106,106.4
,Dennis Schroder,Okc,G,26.46,59,31,64.5,27,13.7,204,0.848,576,0.516,299,0.381,0.535,0.575,18.8,3.8,6.7,4,21.4,0.68,0.22,2.59,8.5,107.5,106
,Mike Scott,Phi,F,31.62,58,16.9,35.2,13.9,6.6,27,0.889,98,0.5,185,0.341,0.507,0.527,5.4,3.3,10.6,0.6,4.6,0.29,0.07,0.36,5.2,109.2,104.6
,Thabo Sefolosha,Hou,F-G,35.83,40,10.7,22.3,10.4,13,8,0.375,36,0.611,54,0.278,0.494,0.492,2.3,2.3,11.4,0.6,7.6,0.6,0.3,0.35,5.5,105.1,101.1
,Collin Sexton,Cle,G,21.15,59,32.3,67.3,27,10.9,238,0.849,742,0.485,228,0.382,0.506,0.55,20.1,3.1,5.3,2.8,14.5,0.98,0.12,2.24,6.9,107.9,112.9
,Landry Shamet,Lac,G,22.97,42,28.9,60.1,13.2,8.5,58,0.897,77,0.519,251,0.406,0.588,0.619,10.4,2,3.6,1.9,8.6,0.43,0.19,0.79,4.7,121.4,103.5
,Marial Shayok,Phi,G-F,24.6,2,5.2,10.7,25.2,16.7,0,0,2,0,3,0.333,0.3,0.3,1.5,1.5,16,0.5,13,0,0,0.5,8,61,110
,Iman Shumpert,Bro,G,29.68,13,18.5,38.6,13.4,13,7,0.571,31,0.419,33,0.242,0.391,0.403,4.2,2.6,7.3,0.9,6.8,0.92,0.15,0.77,4.6,85,102.5
,Pascal Siakam,Tor,F,25.91,48,35.1,73.1,28.7,10.1,241,0.797,625,0.504,284,0.37,0.52,0.56,23.7,7.5,11.3,3.4,16.5,0.96,0.94,2.38,9.6,108.8,100
,Chris Silva,Mia,F,23.44,39,7.8,16.3,17.6,26.1,49,0.694,67,0.642,2,0,0.623,0.663,3.1,2.8,20,0.5,10.2,0.21,0.46,0.82,8.4,118.9,83.6
,Ben Simmons,Phi,F,23.61,54,35.8,74.5,20.9,20.5,284,0.627,612,0.587,6,0.333,0.586,0.607,16.7,7.9,12,8.2,35,2.15,0.59,3.56,11.5,115.6,99.3
,Anfernee Simons,Por,G,20.73,59,22.2,46.2,19.1,10,85,0.812,289,0.45,203,0.33,0.468,0.501,9,2.4,5.7,1.5,9.5,0.37,0.15,1,5.7,100.8,110.8
,Alen Smailagic,Gol,F,19.53,14,9.9,20.7,18.2,18.5,19,0.842,27,0.63,13,0.231,0.538,0.61,4.2,1.9,10.5,0.9,14.4,0.21,0.29,0.79,7.8,112,107.6
,Marcus Smart,Bos,G,25.98,47,31.9,66.4,18.5,11.6,105,0.81,220,0.409,306,0.356,0.482,0.517,12.6,3.7,6.2,4.9,21.1,1.62,0.51,1.6,7.7,110.2,102.5
,Dennis Smith Jr.,Nyk,G,22.26,34,15.8,32.9,23.1,19.8,53,0.509,157,0.357,54,0.296,0.379,0.399,5.5,2.3,7.7,2.9,26.6,0.82,0.24,1.71,8.4,83.7,102.8
,Ish Smith,Was,G,31.65,58,26.4,54.9,18.2,11,68,0.676,417,0.48,149,0.362,0.496,0.51,10.5,3.1,6.4,4.7,25.2,0.91,0.4,1.28,8.1,108.9,115
,Zhaire Smith,Phi,G,20.74,7,4.6,9.6,19.7,13.6,4,0.5,8,0.375,3,0,0.273,0.313,1.1,0.3,3.4,0.3,8.3,0.43,0,0.29,4,64.5,95.9
,Tony Snell,Det,G,28.3,54,27.5,57.2,11.3,7,25,1,115,0.548,233,0.408,0.591,0.607,8.1,1.8,3.7,2,10.2,0.48,0.22,0.5,4.5,122.4,112.2
,Omari Spellman,Gol,F,22.61,49,18.1,37.7,18.7,13.6,92,0.793,185,0.454,110,0.391,0.503,0.551,7.6,4.4,13.3,1,8.2,0.67,0.49,1.08,7.1,106.5,108.8
,Max Strus,Chi,G-F,23.92,2,3.1,6.5,23.6,0,1,1,2,1,1,0,0.667,0.727,2.5,0.5,8.9,0,0,0,0,0,0,,
,Edmond Sumner,Ind,G,24.16,20,13.4,27.9,16.4,14,13,0.615,54,0.5,26,0.308,0.488,0.502,4.3,1.4,5.8,1.4,14.1,0.65,0.3,0.7,6.1,99.9,101.7
,Caleb Swanigan,Sac,F,22.87,7,3.3,6.8,20.8,55.1,2,0.5,4,0.5,0,0,0.5,0.512,0.7,1,17.3,0.3,11.8,0.14,0.29,0.86,7.2,,
,Caleb Swanigan,Por,F,22.87,14,14.9,31,13.6,30,15,0.533,38,0.605,2,0,0.575,0.579,3.9,5.3,18.4,1.1,10.2,0.07,0.29,1.43,7.6,102.9,95.9
,Jayson Tatum,Bos,F-G,21.99,54,34.3,71.5,28.3,9.5,247,0.822,623,0.486,377,0.398,0.528,0.568,23.3,7,11,2.9,13.7,1.33,0.91,2.15,9.1,111.5,103.2
,Jeff Teague,Min,G,31.72,34,27.8,57.9,20.2,16.4,144,0.868,238,0.471,87,0.379,0.497,0.577,13.2,2.6,4.9,6.1,32.7,0.74,0.38,2.24,8.5,115.8,110.7
