RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,Gary Clark,Orl,F,25.29,13,12.8,26.6,10.2,5.1,2,1,5,0.8,31,0.29,0.486,0.502,2.8,2.8,11.5,0.1,0.8,0.15,0.46,0.15,2.9,111.9,108.3
,Jordan Clarkson,Cle,G,27.73,29,23,47.8,25.8,9.7,86,0.884,167,0.509,159,0.371,0.532,0.581,14.6,2.4,5.7,2.4,17.1,0.59,0.28,1.34,7.6,115.9,114.9
,Jordan Clarkson,Uta,G,27.73,29,25.5,53.2,25.7,8,50,0.78,208,0.572,170,0.376,0.569,0.586,16.2,3.1,6.6,1.6,10.8,0.72,0.24,1.21,6.8,113,106.2
,Nicolas Claxton,Bro,F-C,20.87,15,12.5,26,14.8,13.6,21,0.524,41,0.634,7,0.143,0.573,0.577,4.4,2.9,12.1,1.1,12.6,0.07,0.53,0.6,7.7,117.3,105.5
,Chris Clemons,Hou,G,22.6,28,8.8,18.3,24.1,11.8,7,0.857,31,0.548,93,0.355,0.536,0.547,5,0.8,4.9,0.8,13,0.18,0.14,0.61,6.7,103.5,107.5
,Antonius Cleveland,Dal,G,26.08,6,3.7,7.8,15.1,12.7,2,0.5,5,0.4,1,0,0.333,0.363,0.8,0.5,7,0,0,0.17,0.17,0.17,0,,
,Amir Coffey,Lac,G-F,22.7,9,8.9,18.4,13.2,7.9,3,0.333,17,0.529,5,0.2,0.477,0.472,2.4,1.2,7.1,0.8,11.9,0.11,0.11,0.22,5.9,104.8,101.2
,John Collins,Atl,F,22.43,35,32.6,67.9,22.9,9.7,121,0.802,392,0.64,124,0.395,0.629,0.655,21.3,10.3,16.9,1.5,7.8,0.69,1.63,1.74,8.5,122.9,105.7
,Zach Collins,Por,F-C,22.28,3,28.8,60,13.6,21.7,6,1,12,0.5,7,0.429,0.553,0.624,9,4,7.2,2,9.1,0,0.67,2,5.8,111.5,107.5
,Mike Conley,Uta,G,32.38,36,28.2,58.8,23.1,12.3,106,0.792,245,0.42,180,0.361,0.472,0.514,13.5,3.3,6.4,4.2,22,0.69,0.11,1.83,8.1,106,104.7
,Pat Connaughton,Mil,G,27.15,55,18,37.6,11.7,13.9,25,0.72,110,0.6,121,0.339,0.552,0.564,5,4.2,11.4,1.6,11.1,0.29,0.51,0.71,7.2,114.3,100.1
,Quinn Cook,Lal,G,26.94,35,11.2,23.4,20.8,12.4,9,0.667,103,0.485,63,0.381,0.518,0.524,5.1,1.1,5.4,1.1,14,0.31,0.03,0.69,6.6,101.4,106.6
,Tyler Cook,Cle,F,22.43,11,3.2,6.6,16.7,7.3,6,0.833,10,0.7,0,0,0.7,0.752,1.7,0.9,15.9,0.1,4.5,0.09,0,0.09,6.7,,
,Robert Covington,Min,F,29.21,48,29.4,61.2,17.8,12,94,0.798,184,0.587,312,0.346,0.544,0.572,12.8,6,10.7,1.2,5.9,1.67,0.94,1.52,6.1,105.6,103.1
,Robert Covington,Hou,F,29.21,8,31.3,65.2,16.3,8.1,9,0.889,20,0.6,67,0.328,0.517,0.539,12.3,6.9,11.5,1.5,6.6,1,2.63,1,6.4,110,100.7
,Allen Crabbe,Atl,G-F,27.89,28,18.6,38.8,12.7,7.5,12,0.75,50,0.44,93,0.323,0.469,0.482,5.1,2.3,6.6,1,7.3,0.54,0.14,0.43,4.9,99.8,112.8
,Allen Crabbe,Min,G-F,27.89,9,14.6,30.3,12.5,12.5,2,0.5,8,0.625,26,0.231,0.412,0.416,3.2,1.3,4.8,0.6,5.1,0,0,0.56,3.7,80.8,111.1
,Torrey Craig,Den,F,29.2,45,17.9,37.3,11.8,9.1,31,0.645,90,0.589,95,0.316,0.53,0.544,4.8,3.3,10.1,0.7,4.9,0.33,0.69,0.44,5,112.6,100.8
,Jae Crowder,Mem,F,29.65,45,29.4,61.2,15.6,10.9,95,0.789,133,0.519,266,0.293,0.466,0.507,9.9,6.2,11.1,2.8,12.1,1.04,0.31,1.2,7.6,105,108
,Jae Crowder,Mia,F,29.65,8,30.2,62.8,16,5.7,20,0.8,18,0.556,56,0.446,0.642,0.67,13.9,6.4,11.9,1.4,6.8,2,0.5,0.63,6.6,129.4,97.6
,Jae Crowder,Mia,F,29.65,8,30.2,62.8,16,5.7,20,0.8,18,0.556,56,0.446,0.642,0.67,13.9,6.4,11.9,1.4,6.8,2,0.5,0.63,6.6,129.4,97.6
,Jarrett Culver,Min,G-F,21.02,57,24.1,50.3,19.3,12.2,110,0.464,316,0.459,202,0.287,0.448,0.455,9,3.4,7.4,1.8,10.9,0.93,0.68,1.39,6.3,92,108.7
,Seth Curry,Dal,G,29.52,56,24.4,50.8,18.3,9.2,82,0.866,213,0.54,281,0.448,0.615,0.64,12.1,2.4,5.1,2,11.9,0.61,0.14,0.96,6.3,123.9,109
,Stephen Curry,Gol,G,31.96,4,28,58.4,33.8,16.9,18,1,29,0.621,37,0.243,0.477,0.548,20.3,5,9.6,6.5,42,1.25,0.5,3.75,12.4,104.5,106.9
,Troy Daniels,Lal,G,28.63,40,11.3,23.6,16.1,5.2,16,0.625,46,0.478,111,0.351,0.513,0.521,4.3,1.2,5.6,0.4,4.1,0.2,0.08,0.23,4.5,107.1,105.8
,Anthony Davis,Lal,F-C,26.97,50,34.5,71.9,29.6,10.4,424,0.844,731,0.551,170,0.324,0.539,0.611,26.6,9.4,14.9,3.2,14.9,1.52,2.52,2.52,10.8,120.6,100
,Ed Davis,Uta,F,30.74,25,10.7,22.3,8.4,25.1,11,0.455,34,0.412,0,0,0.412,0.425,1.3,3.8,19.3,0.3,3.8,0.4,0.36,0.52,4.3,97.5,86.6
,Terence Davis,Tor,G,22.79,59,17.5,36.5,18.7,13.1,45,0.889,162,0.549,211,0.408,0.584,0.606,8.1,3.5,10.6,1.7,14.4,0.54,0.2,1,8.3,114.8,99
,Dewayne Dedmon,Sac,C,30.55,34,15.9,33.1,18.6,20.4,28,0.821,100,0.55,71,0.197,0.444,0.477,5.1,4.9,17.4,0.4,4,0.44,0.76,1.38,5.4,88.2,93.7
,Dewayne Dedmon,Atl,C,30.55,6,22.8,47.5,15,10.1,3,1,23,0.565,20,0.25,0.477,0.496,7.3,7.3,17.3,0.7,4.2,0.67,2,0.83,5.9,94.2,93
,Matthew Dellavedova,Cle,G,29.48,51,12.3,25.6,13.6,23,30,0.867,67,0.507,74,0.203,0.401,0.451,2.7,1.1,4.9,2.6,27.9,0.33,0.02,0.9,6.4,100.1,109
,DeMar DeRozan,San,F,30.56,55,34.1,71.1,27.1,11.5,367,0.847,848,0.54,30,0.267,0.535,0.602,22.7,5.7,8.9,5.3,24.9,1.02,0.24,2.45,10.3,117.6,108
,Cheick Diallo,Pho,F-C,23.46,40,10.6,22,16.7,16.2,35,0.857,122,0.664,2,0.5,0.665,0.699,4.9,2.9,15,0.5,7.2,0.25,0.28,0.68,7.3,120.8,100.2
,Hamidou Diallo,Okc,G,21.58,35,18.6,38.8,17.5,13.5,40,0.65,176,0.494,31,0.161,0.457,0.479,6.1,3.3,9.7,0.6,4.7,0.8,0.2,1,4.9,91.5,99.2
,Gorgui Dieng,Min,C,30.11,46,16.9,35.2,18.4,12.7,59,0.797,157,0.497,120,0.383,0.531,0.563,7.4,5.6,17.3,1.3,11.2,0.8,0.91,0.96,8.9,112.3,101
,Gorgui Dieng,Mem,C,30.11,6,19.4,40.5,16.4,8.7,9,0.667,23,0.696,15,0.267,0.579,0.596,8.3,5.7,15.4,0.7,4.8,1.33,1.17,0.67,6.6,114.7,98.1
,Spencer Dinwiddie,Bro,G,26.9,58,31.3,65.3,29.4,12.3,397,0.776,582,0.483,365,0.31,0.476,0.539,20.8,3.5,5.7,6.7,35.3,0.62,0.31,2.71,10.1,110.9,104.1
,Donte DiVincenzo,Mil,G,23.08,54,22.8,47.5,16.8,13.1,67,0.776,210,0.562,197,0.34,0.537,0.56,9.1,4.8,10.4,2.2,12.5,1.41,0.28,1.22,8,110.1,95.6
,Luka Doncic,Dal,G-F,21,48,32.9,68.5,37.2,15,433,0.767,546,0.577,430,0.319,0.533,0.589,28.6,9.4,15,8.8,46.4,1,0.19,4.29,16.2,116.5,103.3
,Luguentz Dort,Okc,G,20.86,25,21.4,44.6,13,8.2,29,0.759,68,0.544,64,0.297,0.496,0.528,6.1,1.5,3.9,0.7,4.4,0.88,0.04,0.52,3.5,105.8,101.3
,Damyean Dotson,Nyk,G,25.82,47,17.5,36.5,16.4,6.6,32,0.688,121,0.488,161,0.366,0.523,0.535,6.7,1.9,5.7,1.2,10.3,0.47,0.09,0.45,5.7,110.1,112.4
,Sekou Doumbouya,Det,F,19.18,33,20.2,42.1,17.1,12.2,40,0.675,122,0.459,91,0.297,0.453,0.477,6.7,3.3,9.2,0.5,3.2,0.58,0.21,0.97,4.4,90.3,104.6
,PJ Dozier,Den,G-F,23.34,18,12.8,26.7,19.7,10.5,11,0.636,62,0.468,27,0.259,0.444,0.458,4.8,1.7,7.2,1.6,17.8,0.39,0.28,0.61,7.4,97.8,101.5
,Goran Dragic,Mia,G,33.82,48,28.4,59.1,25.5,15.3,199,0.759,307,0.511,276,0.38,0.539,0.582,16.3,3.1,6.1,5,28.1,0.6,0.17,2.52,8.9,110.7,107.6
,Andre Drummond,Det,C,26.55,49,33.7,70.3,25.4,18,255,0.584,658,0.546,21,0.048,0.531,0.55,17.8,15.8,26.6,2.8,13.9,1.98,1.67,3.55,11,104.1,97.2
,Andre Drummond,Cle,C,26.55,5,24.3,50.5,28.9,25.6,16,0.375,45,0.511,9,0.444,0.537,0.524,12.8,10.4,23.7,1.4,9.5,1.2,1.2,4.2,9.4,86.9,102.4
,Jared Dudley,Lal,F,34.64,38,8.1,16.8,7.7,10.7,2,1,16,0.25,33,0.485,0.571,0.581,1.5,1.1,7.5,0.5,7.5,0.32,0.08,0.16,4.6,119.4,97.8
,Kris Dunn,Chi,G,25.95,51,24.9,51.8,14.6,15.7,54,0.741,230,0.535,112,0.259,0.487,0.51,7.3,3.7,8.1,3.4,19.6,1.96,0.35,1.33,7.2,104,98.5
,Carsen Edwards,Bos,G,21.97,34,8.8,18.3,17.9,11.9,13,0.846,42,0.357,63,0.302,0.414,0.443,2.9,1.2,7.4,0.6,9.9,0.29,0.09,0.44,5.8,91,101.1
,Henry Ellenson,Bro,F-C,23.13,5,3,6.3,19.4,0,0,0,3,0.333,4,0,0.143,0.143,0.4,1.2,20.4,0.2,8.7,0,0,0,6.1,,
,Wayne Ellington,Nyk,G,32.25,29,15.1,31.5,15.2,9.6,13,0.846,27,0.407,109,0.339,0.489,0.508,5,1.6,5.6,1,9,0.41,0.07,0.52,5.3,102.9,110.9
,Joel Embiid,Phi,C-F,25.96,43,30.3,63.1,32.5,13.4,370,0.814,527,0.51,158,0.342,0.511,0.59,23.3,11.8,21.3,3.1,17.4,0.84,1.37,3.05,12.5,113.3,95.3
,James Ennis III,Phi,F,29.66,49,15.8,33,15.7,10.6,61,0.787,120,0.525,106,0.349,0.524,0.564,5.8,3.1,10.6,0.8,7.4,0.45,0.31,0.61,6.2,113.1,100
,James Ennis III,Orl,F,29.66,6,21.3,44.4,15.5,6.6,13,0.846,23,0.565,14,0.214,0.473,0.538,7.7,4,10,0.7,4.6,0.17,0.33,0.5,5.2,113.6,108.1
,Drew Eubanks,San,F-C,23.07,8,5.2,10.9,22,23.5,3,1,15,0.667,0,0,0.667,0.705,2.9,2.1,21.7,0.3,7.6,0,0.13,0.63,9.4,115.4,102.7
,Jacob Evans,Gol,G-F,22.7,27,15.3,31.9,17.6,14.6,29,0.862,95,0.337,38,0.342,0.387,0.439,4.7,1.5,5.3,1.1,11,0.41,0.44,0.93,5.2,86.4,108.7
,Jacob Evans,Min,G-F,22.7,2,2.2,4.5,9.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Dante Exum,Uta,G,24.63,11,7.6,15.8,17.8,29.5,2,1,17,0.471,6,0.333,0.478,0.503,2.2,1.1,7.9,0.6,11.7,0.09,0.18,0.91,6,83.1,103.5
,Dante Exum,Cle,G,24.63,24,16.8,34.9,14.3,15.6,41,0.732,59,0.559,37,0.351,0.547,0.592,5.6,2.3,7.7,1.4,11.4,0.46,0.25,0.88,6.2,112.4,110.9
,Tacko Fall,Bos,C,24.22,6,4,8.4,28.9,18.4,3,0.333,12,0.75,0,0,0.75,0.713,3.2,1.8,24.5,0,0,0.17,0.33,0.5,0,98.6,78.3
,Derrick Favors,Nor,F,28.63,40,23.9,49.8,14.6,14.1,57,0.579,261,0.636,6,0.167,0.627,0.63,9.2,9.9,21.8,1.8,10.6,0.58,1,1.2,9.2,124.2,102.6
,Cristiano Felicio,Chi,F-C,27.64,19,19.4,40.5,9.4,22.2,23,0.783,51,0.647,2,0,0.623,0.665,4.4,5.1,14.4,0.7,5.2,0.53,0.11,0.95,5.2,126,106.1
,Terrance Ferguson,Okc,G,21.79,46,23.9,49.9,9,12.5,19,0.789,40,0.625,148,0.311,0.5,0.517,4.4,1.5,3.5,1,5.2,0.52,0.33,0.61,3.1,101.9,102.3
,Bruno Fernando,Atl,F-C,21.54,50,12.6,26.3,15.8,16.6,47,0.596,145,0.614,35,0.143,0.536,0.551,4.4,3.6,15.4,0.8,9.7,0.36,0.32,0.8,7.4,107,101.5
,Yogi Ferrell,Sac,G,26.81,43,11.2,23.3,18.9,12,35,0.857,100,0.48,68,0.279,0.455,0.499,4.3,1.1,5.6,1.4,17.8,0.33,0.09,0.58,6.7,102.6,109.8
,Dorian Finney-Smith,Dal,F,26.82,60,29.8,62.1,12.6,11,93,0.731,177,0.582,251,0.371,0.567,0.59,9.2,5.5,9.7,1.5,6.7,0.68,0.6,0.97,5.7,120.5,106.9
,Bryn Forbes,San,G,26.6,57,25.2,52.5,18.5,8.2,75,0.827,184,0.467,346,0.382,0.536,0.56,11.1,2.1,4.4,1.8,10.2,0.56,0,0.88,5.5,108.9,110.9
,Evan Fournier,Orl,G-F,27.33,58,31.7,66.1,24.4,11.2,200,0.815,447,0.523,384,0.404,0.561,0.596,18.9,2.6,4.4,3.2,16.8,1.1,0.19,2,6.8,111.7,105.3
,De'Aaron Fox,Sac,G,22.19,40,31.7,66,29.6,15,266,0.669,480,0.515,133,0.323,0.508,0.549,20,4.1,7.2,6.8,35.9,1.45,0.53,3.23,10.4,108.2,105.1
,Melvin Frazier Jr.,Orl,G-F,23.5,14,3.4,7.1,18.7,9.6,4,0.5,10,0.2,7,0.571,0.471,0.48,1.3,0.3,4.4,0.1,3.1,0.29,0.14,0.14,4,,
,Michael Frazier,Hou,G,25.98,8,8.2,17.1,9.8,12.8,6,0.667,3,0.667,8,0.25,0.455,0.513,1.8,0.4,2.4,0.1,1.9,0.25,0,0.25,2,98.7,96.5
,Tim Frazier,Det,G,29.33,27,13.1,27.4,17.2,25.6,24,0.792,64,0.375,30,0.333,0.415,0.464,3.6,1.2,5.3,3.4,36.3,0.52,0.11,1.33,7.5,99.3,104.4
,Markelle Fultz,Orl,G,21.75,58,28.3,59,20.6,15.5,128,0.742,496,0.512,109,0.248,0.487,0.517,11.8,3.4,6.4,5.2,28.6,1.33,0.17,2.09,8.4,103.5,104.8
,Wenyen Gabriel,Sac,F,22.93,11,5.6,11.6,18.8,18.9,10,0.6,9,0.556,8,0.125,0.382,0.444,1.7,0.9,9.2,0.3,6.7,0.27,0.18,0.45,5.5,86.6,102.4
,Wenyen Gabriel,Por,F,22.93,11,9,18.7,12.3,27.9,6,0.833,12,0.5,6,0.333,0.5,0.557,2.1,1.8,10.5,0.3,3.9,0.18,0.27,0.73,4.6,96.7,95.8
,Daniel Gafford,Chi,F-C,21.41,37,13.5,28,13.6,14.5,48,0.5,115,0.687,0,0,0.687,0.669,4.9,2.5,10.3,0.4,4.9,0.32,1.27,0.62,5,122.1,98.9
,Danilo Gallinari,Okc,F,31.56,51,30.7,64,24.4,7.8,245,0.898,318,0.478,373,0.41,0.552,0.615,19.3,5.5,9.9,2.2,11,0.69,0.08,1.33,8,120.1,107.7
,Langston Galloway,Det,G,28.22,61,25.8,53.7,15.7,6.7,81,0.864,187,0.492,306,0.399,0.558,0.586,10.2,2.2,4.7,1.6,8.9,0.7,0.15,0.62,5.1,117.8,112
,Darius Garland,Cle,G,20.09,58,30.9,64.4,20.6,17.1,72,0.875,391,0.435,294,0.357,0.478,0.501,12.4,1.9,3.3,3.9,18.4,0.71,0.07,2.55,5.8,96.3,115.7
,Marc Gasol,Tor,C,35.08,35,27.8,58,12.7,14.8,36,0.722,107,0.449,124,0.403,0.532,0.551,7.8,6.4,12.1,3.5,16.9,0.8,0.94,1.23,8,112.8,96.3
,Rudy Gay,San,F-G,33.54,54,20.9,43.4,20.9,13,102,0.873,270,0.504,159,0.308,0.488,0.536,9.4,5.3,13.6,1.7,11.6,0.44,0.44,1.31,8.4,103.9,108.3
,Paul George,Lac,F,29.83,37,29.1,60.6,30.3,13.5,160,0.894,308,0.451,301,0.399,0.524,0.575,21.1,5.8,10.3,3.9,21.3,1.3,0.51,2.86,10.7,108.5,100.2
,Taj Gibson,Nyk,F,34.68,55,16.4,34.2,14.6,12.8,44,0.682,241,0.593,11,0.273,0.585,0.599,5.9,4.3,13.8,0.9,7.9,0.42,0.44,0.73,6.9,118,103.1
,Harry Giles III,Sac,F-C,21.86,33,14.7,30.6,20,13.5,38,0.737,175,0.554,0,0,0.554,0.579,6.7,4.1,15.6,1.4,14.8,0.48,0.39,0.91,9.2,111.7,93.2
,Shai Gilgeous-Alexander,Okc,G-F,21.63,60,35.4,73.7,23.8,10,310,0.8,683,0.502,213,0.347,0.507,0.56,19.3,6.2,9.7,3.3,14.6,1.08,0.67,1.92,8.3,110.3,106.6
,Rudy Gobert,Uta,C,27.67,57,34.6,72.2,16.4,15.5,340,0.615,478,0.692,0,0,0.692,0.694,15.3,14.1,22.3,1.5,6.6,0.67,1.93,2.02,7.9,128.8,98.7
,Brandon Goodwin,Atl,G,24.41,30,12.9,26.8,22.9,12.2,26,0.962,95,0.474,81,0.309,0.469,0.507,6.3,2.2,9.3,1.6,18.6,0.37,0.13,0.87,8.7,100.9,108
,Aaron Gordon,Orl,F,24.45,53,32.8,68.3,20.8,10,181,0.685,459,0.488,212,0.316,0.484,0.515,14.6,7.6,12.3,3.5,16.5,0.79,0.6,1.57,8.9,106.8,105.1
,Eric Gordon,Hou,G,31.18,30,29.2,60.8,22.3,7,97,0.742,138,0.464,260,0.327,0.481,0.516,15.2,2,3.5,1.5,7.6,0.7,0.33,1.1,4.9,104,108.9
,Devonte' Graham,Cha,G,25.02,58,35,72.9,24.6,14.9,217,0.811,338,0.385,535,0.366,0.486,0.529,17.7,3.5,5.4,7.6,35.7,0.93,0.26,2.93,8.9,108,112.1
,Treveon Graham,Min,G-F,26.34,33,20.1,41.9,13.1,9,37,0.73,93,0.452,83,0.241,0.409,0.445,5.2,3.1,8,0.9,6.2,0.52,0.06,0.58,4.9,96.4,107.3
,Treveon Graham,Atl,G-F,26.34,16,10.6,22.1,12.4,9.9,13,0.538,17,0.294,23,0.261,0.35,0.383,2.2,2,10.1,0.4,4.6,0.31,0.25,0.31,4.6,90,105.4
,Jerami Grant,Den,F,25.97,58,26.3,54.7,17.8,7.7,157,0.739,308,0.523,201,0.393,0.549,0.584,11.6,3.6,7.5,1.1,6.2,0.66,0.84,0.83,5.4,115.7,106.1
,Josh Gray,Nor,G,26.47,2,11.4,23.6,12.7,71.4,0,0,2,0.5,0,0,0.5,0.5,1,1,4.6,1,10.6,0,0,2.5,3.5,47.1,115.8
,Danny Green,Lal,G,32.69,56,24.9,51.9,14,10.8,44,0.727,117,0.521,278,0.381,0.557,0.57,8.4,3.4,7.5,1.4,7.1,1.21,0.48,0.89,5.5,111.2,101.1
,Draymond Green,Gol,F,29.99,43,28.4,59.2,15.7,21.8,83,0.759,186,0.468,129,0.279,0.448,0.491,8,6.2,11.8,6.2,31.5,1.37,0.77,2.28,9.5,100.1,105
,JaMychal Green,Lac,F-C,29.69,50,20.7,43.1,13.5,12.5,42,0.738,90,0.5,186,0.355,0.522,0.542,6.4,6.3,15.7,0.7,4.7,0.5,0.38,0.84,5.9,108,94.8
,Javonte Green,Bos,G-F,26.6,41,9.1,19,14.4,12.7,36,0.639,71,0.592,23,0.261,0.543,0.569,3,1.7,9.9,0.5,7.7,0.54,0.12,0.39,6,111.5,99
,Jeff Green,Uta,F,33.51,30,18.4,38.4,19.7,10.8,63,0.778,91,0.451,104,0.327,0.472,0.523,7.8,2.7,8,0.7,5.2,0.4,0.33,0.9,5.3,101.5,104
,Jeff Green,Hou,F,33.51,4,19.3,40.2,14.3,18.7,4,0.75,7,0.857,13,0.615,0.9,0.896,9.8,3.5,9.5,1.8,13.4,0.75,0.25,1.25,8.2,144.3,103.1
,Blake Griffin,Det,F,30.96,18,28.5,59.3,28.3,12,98,0.776,139,0.439,111,0.243,0.406,0.476,15.5,4.7,9.3,3.3,17.8,0.39,0.39,2.22,8.7,97.3,111.3
,Marko Guduric,Mem,G,24.98,37,12.4,25.8,17.6,17.5,25,0.92,72,0.486,77,0.299,0.466,0.506,4.4,1.8,7.8,1.2,12.3,0.3,0.22,0.92,6.8,95.4,109.8
,Kyle Guy,Sac,G,22.55,2,2,4.2,21.8,0,0,0,1,1,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,,
,Rui Hachimura,Was,F,22.06,35,29.4,61.2,19.4,7.3,84,0.821,343,0.531,65,0.277,0.512,0.547,13.9,6,11,1.6,7.8,0.83,0.14,1,7,111.5,111.8
,Devon Hall,Okc,G,24.65,5,3.9,8.2,17.4,12.9,4,0.75,3,0.333,2,0,0.2,0.37,1,0.2,2.8,0.6,19.5,0,0,0.2,5.1,,
,Donta Hall,Det,F,22.56,2,14,29.1,9,34.7,4,0.75,2,0.5,0,0,0.5,0.665,2.5,3.5,14.2,1,9.2,0.5,0,1,5.9,121.4,100.8
,Dusty Hannahs,Mem,G,26.49,2,6.7,14,30.7,0,2,1,6,0.333,3,0.667,0.556,0.607,6,0.5,3.9,0,0,0,0,0,0,120,112
,Tim Hardaway Jr.,Dal,G,27.95,57,27.9,58.2,21.5,6.7,136,0.794,292,0.479,395,0.408,0.555,0.583,15.3,3.1,5.7,2,10.5,0.58,0.07,0.95,6.5,116.6,109.7
,James Harden,Hou,G,30.51,55,36.7,76.5,36.6,13.5,651,0.863,563,0.542,700,0.363,0.543,0.624,35.2,6.4,9.1,7.3,34.2,1.65,0.95,4.38,12.9,121.3,103.1
,Maurice Harkless,Lac,F-G,26.8,50,22.8,47.5,10.2,16.3,42,0.571,144,0.59,73,0.37,0.578,0.584,5.5,4,9.1,1,5.5,0.96,0.6,0.92,4.9,108.6,99.3
,Maurice Harkless,Nyk,F-G,26.8,5,24.2,50.4,10.8,13.1,6,0.5,10,0.6,14,0.5,0.688,0.676,7.2,3.4,7.5,1.4,8.1,0.6,0.4,0.8,5.4,122.6,107.2
,Jared Harper,Pho,G,22.46,3,2.6,5.5,21.5,0,0,0,2,0.5,2,0,0.25,0.25,0.7,0,0,0,0,0,0,0,0,,
,Montrezl Harrell,Lac,F-C,26.09,58,28,58.4,25.5,10.2,307,0.645,746,0.591,16,0,0.579,0.602,18.6,7.1,13,1.8,10.7,0.67,1.12,1.76,8.8,117.6,102
,Gary Harris,Den,G,25.46,50,31.9,66.4,15.3,9.3,82,0.829,279,0.462,193,0.306,0.461,0.495,10.1,2.9,5,2.1,8.9,1.28,0.24,1.04,4.9,101.8,107.5
,Joe Harris,Bro,G-F,28.48,57,31.2,65.1,17.6,11.1,77,0.74,299,0.532,333,0.405,0.572,0.586,13.7,4.3,7.1,2.1,10.3,0.61,0.26,1.46,6.4,111.4,105.8
,Shaquille Harrison,Chi,G,26.4,37,8.8,18.4,19.9,9.8,38,0.763,93,0.516,28,0.25,0.483,0.53,3.9,1.6,9.7,0.9,16,0.57,0.32,0.41,8.1,109.7,100.7
,Tobias Harris,Phi,F,27.62,60,34.5,71.8,23.3,8,179,0.81,656,0.523,292,0.363,0.53,0.56,19.2,6.7,10.7,3.1,14.5,0.77,0.57,1.48,8.5,111.5,104.2
,Isaiah Hartenstein,Hou,C-F,21.82,23,11.6,24.1,14.8,16.8,28,0.679,62,0.71,5,0,0.657,0.674,4.7,3.9,17.7,0.8,9.7,0.39,0.52,0.7,8.4,127.8,95.1
,Josh Hart,Nor,G,24.98,52,27.8,58,15.1,10.7,85,0.741,140,0.564,297,0.357,0.545,0.568,10.4,6.5,12.3,1.6,7.8,1.06,0.38,1.1,6.9,111,104.1
,Udonis Haslem,Mia,F,39.72,3,6.9,14.3,16.5,0,4,0.75,4,0.25,2,0,0.167,0.322,1.7,2.7,21.8,0.3,6.3,0,0,0,6.4,79.4,92.7
,Jaxson Hayes,Nor,C-F,19.77,55,17.2,35.9,15.3,11.6,173,0.63,231,0.667,4,0.25,0.662,0.675,7.6,4.1,12.5,0.9,7.6,0.42,0.98,0.75,7.1,130.1,100.2
,Gordon Hayward,Bos,F,29.94,41,33.4,69.6,20.8,11.4,103,0.854,378,0.558,167,0.383,0.563,0.595,17.1,6.6,10.7,4.2,19,0.71,0.41,1.85,9.3,117.8,105.5
,John Henson,Cle,F-C,29.17,29,14.2,29.6,16.1,13.5,33,0.515,89,0.618,31,0.194,0.533,0.539,5,3.9,15.3,1.5,15.3,0.55,1.1,0.72,8.7,111.3,101.5
,John Henson,Det,F-C,29.17,7,16.9,35.1,14.4,20.5,7,0.714,26,0.692,2,0.5,0.696,0.708,6.3,4.9,16.3,0.7,6.4,0.71,1.29,1.14,6.6,119.9,99.6
,Dewan Hernandez,Tor,C-F,23.22,4,2.9,5.9,25.8,14.5,2,1,4,0.25,1,0,0.2,0.34,1,1.8,32.2,0,0,0.25,0,0.25,0,,
,Juancho Hernangomez,Den,F,24.42,34,12.4,25.9,14.3,12.9,25,0.64,50,0.46,60,0.25,0.414,0.442,3.1,2.8,12.5,0.6,6.8,0.15,0.15,0.53,5.6,94.3,106.3
,Juancho Hernangomez,Min,F,24.42,8,28.9,60.2,18.2,7.8,30,0.667,44,0.432,37,0.486,0.568,0.594,14,6.1,11.2,1.4,7.1,0.88,0.38,1,6.8,118.1,108.9
,Willy Hernangomez,Cha,C-F,25.76,27,11,22.9,23.7,15.6,51,0.588,93,0.591,20,0.25,0.553,0.572,5.7,3.7,18.1,0.8,12.5,0.3,0.22,0.93,9.3,107.2,102.5
,Tyler Herro,Mia,G,20.11,46,27.7,57.6,21.9,11.3,79,0.835,277,0.433,252,0.393,0.508,0.535,13.1,4,8.2,2,11.1,0.63,0.15,1.57,6.8,100.4,108.8
